"C:\cadviewer-testapp-dotnet-01\cadviewer\content\drawings\dwg\measure_template.dwg",Conversion to SVG,0.18,5420 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\\content\drawings\dwg\Asbestos_drawing_01.dwg",Conversion to SVG,0.362,8916 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\\content\drawings\dwg\Asbestos_drawing_01.dwg",Conversion to SVG,0.82,9676 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\\content\drawings\dwg\Asbestos_drawing_01.dwg",Conversion to SVG,0.525,7960 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\\content\drawings\dwg\Asbestos_drawing_01.dwg",Conversion to SVG,5.957,8304 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\\content\drawings\dwg\Asbestos_drawing_01.dwg",Conversion to SVG,1.101,11248 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\\content\drawings\dwg\Asbestos_drawing_01.dwg",Conversion to SVG,0.405,9332 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\\content\drawings\dwg\Asbestos_drawing_01.dwg",Conversion to SVG,0.444,9636 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\\content\drawings\dwg\Asbestos_drawing_01.dwg",Conversion to SVG,0.703,9072 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\\content\drawings\dwg\Asbestos_drawing_01.dwg",Conversion to SVG,0.414,10068 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\\content\drawings\dwg\Asbestos_drawing_01.dwg",Conversion to SVG,0.632,8620 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\converters\files\Asbestos_drawing_01_Jan_22_h12_m39_s29.png",Output To PDF,0.684,4344 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\\content\drawings\dwg\Asbestos_drawing_01.dwg",Conversion to SVG,0.327,8584 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\converters\files\Asbestos_drawing_01_Jan_22_h12_m40_s58.png",Output To PDF,0.795,4424 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\converters\files\Asbestos_drawing_01_Jan_22_h12_m46_s13.png",Output To PDF,0.729,4424 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\\content\drawings\dwg\Asbestos_drawing_01.dwg",Conversion to SVG,0.457,9756 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\converters\files\Asbestos_drawing_01_Jan_22_h12_m56_s10.png",Output To PDF,0.773,4368 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\converters\files\Asbestos_drawing_01_Jan_22_h12_m57_s10.png",Output To PDF,0.869,4356 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\\content\drawings\dwg\Asbestos_drawing_01.dwg",Conversion to SVG,0.37,8768 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\\content\drawings\dwg\Asbestos_drawing_01.dwg",Output To PDF,0.613,8176 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\\content\drawings\dwg\Asbestos_drawing_01.dwg",Output To PDF,0.562,8328 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\\content\drawings\dwg\Asbestos_drawing_01.dwg",Conversion to SVG,0.556,9340 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\\content\drawings\dwg\Asbestos_drawing_01.dwg",Output To PDF,0.69,8032 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\converters\files\Asbestos_drawing_01_Jan_31_h16_m47_s10.png",Output To PDF,0.704,4408 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\\content\drawings\dwg\Asbestos_drawing_01.dwg",Conversion to SVG,0.418,9624 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\\content\drawings\dwg\Asbestos_drawing_01.dwg",Conversion to SVG,0.403,9368 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\content\drawings\dwg\Asbestos_drawing_01.dwg",Conversion to SVG,0.537,9016 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\content\drawings\dwg\PAIsample.tif",Conversion to SVG,0.228,4408 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\content\drawings\dwg\1st floor electrical.dwg",Conversion to SVG,0.715,13144 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\\content\drawings\dwg\Asbestos_drawing_01.dwg",Conversion to SVG,0.707,8564 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\content\drawings\dwg\1st floor plan.dwg",Conversion to SVG,0.361,10592 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\\content\drawings\dwg\Asbestos_drawing_01.dwg",Conversion to SVG,0.731,9300 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\\content\drawings\dwg\Asbestos_drawing_01.dwg",Conversion to SVG,0.571,9324 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\\content\drawings\dwg\Asbestos_drawing_01.dwg",Conversion to SVG,0.5,9416 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\\content\drawings\dwg\Asbestos_drawing_01.dwg",Conversion to SVG,0.474,8672 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\\content\drawings\dwg\Asbestos_drawing_01.dwg",Conversion to SVG,0.367,9604 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\content\drawings\dwg\1st floor architectural.dwg",Conversion to SVG,0.54,11496 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\\content\drawings\dwg\1st floor architectural.dwg",Conversion to SVG,0.548,13592 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\content\drawings\dwg\Asbestos_drawing_01.dwg",Conversion to SVG,0.334,8928 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\content\drawings\dwg\1st floor architectural.dwg",Conversion to SVG,0.519,13464 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\\content\drawings\dwg\1st floor architectural.dwg",Conversion to SVG,0.552,11716 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\\content\drawings\dwg\1st floor architectural.dwg",Conversion to SVG,0.618,14340 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\content\drawings\dwg\Asbestos_drawing_01.dwg",Conversion to SVG,0.341,9108 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\\content\drawings\dwg\1st floor architectural.dwg",Conversion to SVG,0.616,14752 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\\content\drawings\dwg\1st floor architectural.dwg",Conversion to SVG,0.89,11816 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\\content\drawings\dwg\1st floor architectural.dwg",Conversion to SVG,0.688,15960 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\\content\drawings\dwg\1st floor architectural.dwg",Conversion to SVG,1.131,13356 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\\content\drawings\dwg\1st floor architectural.dwg",Conversion to SVG,0.536,12136 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\\content\drawings\dwg\1st floor architectural.dwg",Conversion to SVG,1.118,13764 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\\content\drawings\dwg\1st floor architectural.dwg",Conversion to SVG,0.977,14624 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\\content\drawings\dwg\1st floor architectural.dwg",Conversion to SVG,0.685,14364 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\\content\drawings\dwg\1st floor architectural.dwg",Conversion to SVG,0.566,12972 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\\content\drawings\dwg\1st floor architectural.dwg",Conversion to SVG,0.619,15308 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\\content\drawings\dwg\1st floor architectural.dwg",Conversion to SVG,0.627,14124 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\\content\drawings\dwg\1st floor architectural.dwg",Conversion to SVG,0.795,12628 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\\content\drawings\dwg\1st floor architectural.dwg",Conversion to SVG,0.821,14296 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\\content\drawings\dwg\1st floor architectural.dwg",Conversion to SVG,0.934,14724 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\\content\drawings\dwg\1st floor architectural.dwg",Conversion to SVG,1.112,15552 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\\content\drawings\dwg\1st floor architectural.dwg",Conversion to SVG,1.262,13256 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\\content\drawings\dwg\1st floor architectural.dwg",Conversion to SVG,1.053,11936 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\\content\drawings\dwg\1st floor architectural.dwg",Conversion to SVG,1.44,11276 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\\content\drawings\dwg\1st floor architectural.dwg",Conversion to SVG,0.717,13024 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\\content\drawings\dwg\1st floor architectural.dwg",Conversion to SVG,0.806,12120 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\\content\drawings\dwg\1st floor architectural.dwg",Conversion to SVG,0.585,14096 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\\content\drawings\dwg\1st floor architectural.dwg",Conversion to SVG,0.564,11752 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\content\drawings\dwg\1st floor electrical.dwg",Conversion to SVG,0.451,13908 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\\content\drawings\dwg\1st floor architectural.dwg",Conversion to SVG,1.041,13100 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\\content\drawings\dwg\1st floor architectural.dwg",DX4s,0.137,5516 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\\content\drawings\dwg\1st floor architectural.dwg",DX4s,0.174,6076 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\\content\drawings\dwg\1st floor architectural.dwg",DX4s,0.125,5700 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\\content\drawings\dwg\1st floor architectural.dwg",DX4s,0.133,5676 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\\content\drawings\dwg\1st floor architectural.dwg",Conversion to SVG,3.3,14024 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\\content\drawings\dwg\1st floor architectural.dwg",DX4s,0.463,5448 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\\content\drawings\dwg\1st floor architectural.dwg",Conversion to SVG,2.038,14424 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\\content\drawings\dwg\1st floor architectural.dwg","C:\cadviewer-testapp-dotnet-01\cadviewer\converters\files\F407140.svgz",Conversion to SVG,1.739,14692 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\\content\drawings\dwg\1st floor architectural.dwg","C:\cadviewer-testapp-dotnet-01\cadviewer\converters\files\F17889.svgz",DX4s,0.206,5832 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\\content\drawings\dwg\1st floor architectural.dwg","C:\cadviewer-testapp-dotnet-01\cadviewer\converters\files\F495.svgz",Conversion to SVG,0.989,13880 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\\content\drawings\dwg\1st floor architectural.dwg","C:\cadviewer-testapp-dotnet-01\cadviewer\converters\files\F771987.svgz",Conversion to SVG,0.802,13644 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\\content\drawings\dwg\1st floor architectural.dwg","C:\cadviewer-testapp-dotnet-01\cadviewer\converters\files\F104012.svg",Conversion to SVG,1.169,13712 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\\content\drawings\dwg\1st floor architectural.dwg","C:\cadviewer-testapp-dotnet-01\cadviewer\converters\files\F384877.svg",Conversion to SVG,0.862,11472 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\\content\drawings\dwg\1st floor architectural.dwg","C:\cadviewer-testapp-dotnet-01\cadviewer\converters\files\F252204.svg",Conversion to SVG,1.176,15276 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\\content\drawings\dwg\1st floor architectural.dwg","C:\cadviewer-testapp-dotnet-01\cadviewer\converters\files\F950679.svg",Conversion to SVG,2.498,12928 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\\content\drawings\dwg\1st floor architectural.dwg","C:\cadviewer-testapp-dotnet-01\cadviewer\converters\files\F719642.svg",DX4s,0.525,5752 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\\content\drawings\dwg\1st floor architectural.dwg","C:\cadviewer-testapp-dotnet-01\cadviewer\converters\files\F78447.svg",Conversion to SVG,1.673,13972 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\\content\drawings\dwg\1st floor architectural.dwg","C:\cadviewer-testapp-dotnet-01\cadviewer\converters\files\F1123.svg",Conversion to SVG,1.323,15484 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\\content\drawings\dwg\1st floor architectural.dwg","C:\cadviewer-testapp-dotnet-01\cadviewer\converters\files\F908590.svg",Conversion to SVG,0.85,14672 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\\content\drawings\dwg\1st floor architectural.dwg","C:\cadviewer-testapp-dotnet-01\cadviewer\converters\files\F924169.svg",Conversion to SVG,1.462,11476 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\\content\drawings\dwg\1st floor architectural.dwg","C:\cadviewer-testapp-dotnet-01\cadviewer\converters\files\F242701.svg",DX4s,0.238,5724 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\\content\drawings\dwg\1st floor architectural.dwg","C:\cadviewer-testapp-dotnet-01\cadviewer\converters\files\F527663.svg",Conversion to SVG,2.764,12672 Kb
"C:\cadviewer-testapp-dotnet-01\cadviewer\\content\drawings\dwg\1st floor architectural.dwg","C:\cadviewer-testapp-dotnet-01\cadviewer\converters\files\F888706.svg",Conversion to SVG,3.068,12140 Kb
